name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Washington,DC,USA",2023-02-11T22:00:00,3.6,-1.2,-2.5,64.36,0,23,,0,0,36,24.1,320,1025,32,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-11T23:00:00,3.1,-1.8,-2.8,65.22,0,23,,0,0,35.3,23.8,320,1025.7,28.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-12T00:00:00,2.6,-2.3,-3.1,66.09,0,23,,0,0,34.6,23.4,320,1026.3,24.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-12T01:00:00,2.2,-2.9,-3.3,66.97,0,23,,0,0,33.8,23,320,1027,21,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-12T02:00:00,1.6,-3.6,-3.7,67.53,0,16,,0,0,34.2,22.9,320,1027.7,20.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-12T03:00:00,1.1,-4.2,-4.1,68.09,0,16,,0,0,34.6,22.8,320,1028.3,20.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-12T04:00:00,0.6,-4.9,-4.5,68.66,0,16,,0,0,34.9,22.7,320,1029,20,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T05:00:00,0.3,-5.2,-4.6,69.3,0,16,,0,0,34.8,22.9,320,1029.7,19,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T06:00:00,0.1,-5.6,-4.7,69.95,0,16,,0,0,34.7,23.2,320,1030.3,18,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T07:00:00,-0.1,-5.9,-4.8,70.61,0,16,,0,0,34.6,23.4,320,1031,17,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T08:00:00,1.1,-4.4,-4.8,64.91,0,14,,0,0,36,23.9,320,1031.7,17,24.1,76.7,0.3,1,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T09:00:00,2.3,-2.9,-4.8,59.72,0,14,,0,0,37.4,24.4,320,1032.3,17,24.1,153.3,0.6,2,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T10:00:00,3.5,-1.4,-4.7,54.99,0,14,,0,0,38.9,24.8,320,1033,17,24.1,230,0.8,2,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T11:00:00,4.5,-0.1,-4.9,50.38,0,14,,0,0,38.6,25.1,313.3,1032.3,15,24.1,295,1,3,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T12:00:00,5.6,1.3,-5.1,46.19,0,14,,0,0,38.4,25.3,306.7,1031.7,13,24.1,360,1.3,4,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T13:00:00,6.7,2.6,-5.2,42.38,0,14,,0,0,38.2,25.6,300,1031,11,24.1,425,1.5,4,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T14:00:00,7.1,3.3,-5.2,41.25,0,13,,0,0,37.3,24.6,296.7,1030.7,13.3,24.1,451,1.6,5,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T15:00:00,7.6,4,-5.1,40.16,0,13,,0,0,36.5,23.6,293.3,1030.3,15.7,24.1,477,1.7,5,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T16:00:00,8.1,4.7,-5,39.1,0,13,,0,0,35.6,22.7,290,1030,18,24.1,503,1.8,5,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T17:00:00,7.3,3.8,-4.7,42.14,0,13,,0,0,33,21.6,283.3,1030.3,16,24.1,430.3,1.5,4,10,Clear,clear-day,
"Washington,DC,USA",2023-02-12T18:00:00,6.5,2.9,-4.4,45.43,0,13,,0,0,30.4,20.5,276.7,1030.7,14,24.1,357.7,1.3,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T19:00:00,5.8,2.1,-4.1,48.99,0,13,,0,0,27.7,19.4,270,1031,12,24.1,285,1,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T20:00:00,5.1,1.3,-3.9,52.34,0,10,,0,0,26.8,18.7,253.3,1031,12.3,24.1,190,0.7,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T21:00:00,4.4,0.5,-3.7,55.93,0,10,,0,0,25.8,18,236.7,1031,12.7,24.1,95,0.3,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T22:00:00,3.7,-0.2,-3.4,59.78,0,10,,0,0,24.8,17.3,220,1031,13,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-12T23:00:00,3.3,-0.6,-3.2,62.12,0,10,,0,0,24.2,16.8,220,1030.7,14,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-13T00:00:00,3,-0.9,-3,64.55,0,10,,0,0,23.6,16.3,220,1030.3,15,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-13T01:00:00,2.7,-1.3,-2.8,67.08,0,10,,0,0,23,15.8,220,1030,16,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-13T02:00:00,2.7,-0.7,-6.5,50.64,0,0,,0,0,48.1,13,183.3,1030,94.3,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T03:00:00,2.6,-0.8,-6.1,52.84,0,0,,0,0,49.1,13,185.8,1030,97.2,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T04:00:00,2.5,-1,-5.6,55.14,0,0,,0,0,50,13,188.4,1030,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T05:00:00,2.5,-0.9,-5.3,56.55,0,0,,0,0,50.6,12.6,191.2,1029.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T06:00:00,2.5,-0.9,-5,57.99,0,0,,0,0,51.2,12.2,194,1029.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T07:00:00,2.5,-0.8,-4.6,59.47,0,0,,0,0,51.8,11.9,196.8,1029,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T08:00:00,3.2,0.1,-4.5,57.03,0,0,,0,0,43.2,11.6,202,1029,100,24.1,45.7,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T09:00:00,3.9,1.1,-4.4,54.7,0,0,,0,0,34.6,11.4,207.2,1029,100,24.1,91.3,0.3,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T10:00:00,4.7,2,-4.2,52.49,1.7,0,rain,0,0,25.9,11.2,212.4,1029,100,24.1,137,0.5,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T11:00:00,6.4,3.8,-3.4,49.54,0,0,,0,0,26.2,12.6,211,1028,96.1,24.1,182.7,0.7,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T12:00:00,8.1,5.7,-2.6,46.82,0,0,,0,0,26.4,14,209.7,1027,92.1,24.1,228.3,0.8,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T13:00:00,9.9,7.7,-1.7,44.29,0,0,,0,0,26.6,15.5,208.3,1026,88.2,24.1,274,1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-13T14:00:00,10.8,10.8,-1.2,43.08,0,0,,0,0,27.1,14.9,208,1025.3,60.5,24.1,334,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-13T15:00:00,11.8,11.8,-0.7,41.91,0,0,,0,0,27.6,14.3,207.7,1024.7,32.7,24.1,394,1.4,4,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-13T16:00:00,12.8,12.8,-0.2,40.79,0,0,,0,0,28.1,13.7,207.4,1024,5,24.1,454,1.6,5,10,Clear,clear-day,
"Washington,DC,USA",2023-02-13T17:00:00,12.2,12.2,0.3,44.21,0,0,,0,0,30.7,12.7,208.7,1024.3,33.4,24.1,323,1.1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-13T18:00:00,11.6,11.6,0.9,47.91,0,0,,0,0,33.4,11.8,210,1024.7,61.8,24.1,192,0.7,0,10,Partially cloudy,partly-cloudy-night,
"Washington,DC,USA",2023-02-13T19:00:00,11,11,1.5,51.93,0,0,,0,0,36,10.8,211.3,1025,90.2,24.1,61,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T20:00:00,10.6,10.6,1.7,54.36,0,0,,0,0,33.2,10.1,216.9,1025.3,93.5,24.1,40.7,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T21:00:00,10.2,10.2,2,56.9,0,0,,0,0,30.5,9.4,222.4,1025.7,96.7,24.1,20.3,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T22:00:00,9.8,8.6,2.3,59.56,0,0,,0,0,27.7,8.6,228,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-13T23:00:00,9.3,8.2,2.3,61.89,0,0,,0,0,21.4,7.6,231.7,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T00:00:00,8.8,7.9,2.4,64.32,0,0,,0,0,15,6.5,235.5,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T01:00:00,8.3,7.7,2.5,66.85,0,0,,0,0,8.6,5.4,239.2,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T02:00:00,8.4,7.6,2.5,66.26,0,0,,0,0,11.2,6.2,244.7,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T03:00:00,8.7,7.6,2.6,65.68,0,0,,0,0,13.7,7.1,250.3,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T04:00:00,8.9,7.7,2.7,65.11,0,0,rain,0,0,16.2,7.9,255.8,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T05:00:00,8.8,7.9,3.5,69.53,0,0,,0,0,12.4,6.5,269.4,1026.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T06:00:00,8.7,8.2,4.3,74.22,0,0,,0,0,8.5,5,283.1,1026.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T07:00:00,8.6,8.6,5.2,79.2,0.1,0,rain,0,0,4.7,3.6,296.7,1027,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T08:00:00,9.3,8.8,5.7,78.22,0,9.5,,0,0,8.9,5.6,260.9,1027,100,24.1,28,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T09:00:00,10.1,10.1,6.3,77.27,0,9.5,,0,0,13.1,7.7,225.2,1027,100,24.1,56,0.2,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T10:00:00,10.9,10.9,6.9,76.33,0.3,9.5,rain,0,0,17.3,9.7,189.4,1027,100,24.1,84,0.3,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T11:00:00,12.2,12.2,6.7,69.41,0,9.5,,0,0,16.9,9.2,189.9,1026.7,84.1,24.1,183,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-14T12:00:00,13.4,13.4,6.6,63.17,0,9.5,,0,0,16.6,8.8,190.5,1026.3,68.1,24.1,282,1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-14T13:00:00,14.8,14.8,6.5,57.53,0,9.5,,0,0,16.2,8.3,191,1026,52.2,24.1,381,1.4,4,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-14T14:00:00,15.6,15.6,6.7,55.66,0,9.5,,0,0,16.6,8.2,184.4,1025.3,68.1,24.1,395.7,1.4,4,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-14T15:00:00,16.4,16.4,7,53.87,0,9.5,,0,0,16.9,8,177.7,1024.7,84.1,24.1,410.3,1.5,4,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-14T16:00:00,17.2,17.2,7.3,52.14,0,9.5,,0,0,17.3,7.9,171.1,1024,100,24.1,425,1.5,4,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T17:00:00,16.1,16.1,7.9,58.27,0,9.5,,0,0,20.5,8.4,173.3,1024,100,24.1,297.3,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T18:00:00,15.1,15.1,8.6,65.14,0,9.5,,0,0,23.8,8.9,175.5,1024,100,24.1,169.7,0.6,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T19:00:00,14.1,14.1,9.3,72.83,0,9.5,,0,0,27,9.4,177.7,1024,100,24.1,42,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T20:00:00,13.7,13.7,9.4,75.43,0,4.8,,0,0,29.5,9.6,171.6,1024,100,24.1,28,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T21:00:00,13.4,13.4,9.7,78.13,0,4.8,,0,0,32,9.8,165.6,1024,100,24.1,14,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T22:00:00,13.1,13.1,9.9,80.92,0,4.8,,0,0,34.6,10.1,159.5,1024,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-14T23:00:00,12.9,12.9,10,82.54,0,4.8,,0,0,37.4,10.9,158.8,1023.3,100,22.6,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T00:00:00,12.7,12.7,10.1,84.19,0,4.8,,0,0,40.3,11.8,158,1022.7,100,21.2,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T01:00:00,12.5,12.5,10.2,85.87,0.2,4.8,rain,0,0,43.2,12.6,157.3,1022,100,19.7,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T02:00:00,12.5,12.5,10.5,87.42,0,23.8,,0,0,47,14.3,158.3,1020.7,100,19.2,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T03:00:00,12.6,12.6,10.8,88.99,0,23.8,,0,0,50.9,16,159.2,1019.3,100,18.7,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T04:00:00,12.7,12.7,11.2,90.59,1.1,23.8,rain,0,0,54.7,17.6,160.2,1018,100,18.2,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T05:00:00,12.8,12.8,11.5,91.8,0,23.8,,0,0,55.1,18.2,164.5,1017.3,100,18.5,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T06:00:00,12.9,12.9,11.8,93.03,0,23.8,,0,0,55.4,18.8,168.9,1016.7,100,18.9,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T07:00:00,13.1,13.1,12.2,94.27,3.8,23.8,rain,0,0,55.8,19.4,173.2,1016,100,19.2,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T08:00:00,13.9,13.9,12.7,92.27,0,19,,0,0,51.6,19,183.3,1016,95.5,20.8,17,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T09:00:00,14.7,14.7,13.2,90.34,0,19,,0,0,47.4,18.5,193.4,1016,91.1,22.5,34,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T10:00:00,15.6,15.6,13.7,88.46,2,19,rain,0,0,43.2,18,203.5,1016,86.6,24.1,51,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-15T11:00:00,16,16,13.9,87.36,0,19,,0,0,40.1,17.2,204.7,1015,90.8,24.1,115.7,0.4,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T12:00:00,16.4,16.4,14.1,86.27,0,19,,0,0,37,16.3,205.9,1014,95,24.1,180.3,0.7,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T13:00:00,16.9,16.9,14.4,85.21,0,19,,0,0,33.8,15.5,207.1,1013,99.2,24.1,245,0.9,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-15T14:00:00,17.9,17.9,14,77.78,0,42.9,,0,0,35.3,15.7,211.9,1012.7,66.1,24.1,273,1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-15T15:00:00,18.9,18.9,13.6,71.03,0,42.9,,0,0,36.7,16,216.6,1012.3,33.1,24.1,301,1.1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-15T16:00:00,20,20,13.2,64.9,0,42.9,,0,0,38.2,16.2,221.4,1012,0,24.1,329,1.2,3,10,Clear,clear-day,
"Washington,DC,USA",2023-02-15T17:00:00,19.1,19.1,12.9,67.45,0,42.9,,0,0,41.6,15.4,220.1,1012,0,24.1,241.3,0.9,2,10,Clear,clear-day,
"Washington,DC,USA",2023-02-15T18:00:00,18.2,18.2,12.7,70.13,0,42.9,,0,0,45.1,14.5,218.9,1012,0,24.1,153.7,0.5,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-15T19:00:00,17.4,17.4,12.5,72.94,0.1,42.9,rain,0,0,48.6,13.7,217.6,1012,0,24.1,66,0.2,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-15T20:00:00,16.8,16.8,12.6,76.1,0,14.3,,0,0,47.3,13.4,228.1,1012.3,0,24.1,44,0.2,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-15T21:00:00,16.2,16.2,12.7,79.42,0,14.3,,0,0,46,13.2,238.6,1012.7,0,24.1,22,0.1,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-15T22:00:00,15.7,15.7,12.8,82.88,0,14.3,,0,0,44.6,13,249.1,1013,0,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-15T23:00:00,14.8,14.8,11.9,82.96,0,14.3,,0,0,37.4,10.9,259.3,1013.3,0,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T00:00:00,13.9,13.9,11,83.03,0,14.3,,0,0,30.2,8.9,269.5,1013.7,0,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T01:00:00,13,13,10.2,83.11,0,14.3,,0,0,23,6.8,279.7,1014,0,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T02:00:00,12.6,12.6,8.9,78.01,0,14.3,,0,0,21.7,7.1,288.9,1014.7,1.7,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T03:00:00,12.3,12.3,7.6,73.17,0,14.3,,0,0,20.4,7.3,298.2,1015.3,3.3,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T04:00:00,12,12,6.4,68.58,0,14.3,,0,0,19.1,7.6,307.4,1016,5,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T05:00:00,11.6,11.6,6.4,70.1,0,14.3,,0,0,14.3,6.6,303.8,1016.3,10,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T06:00:00,11.3,11.3,6.4,71.66,0,14.3,,0,0,9.5,5.6,300.3,1016.7,14.9,24.1,0,,0,10,Clear,clear-night,
"Washington,DC,USA",2023-02-16T07:00:00,11,11,6.4,73.27,0,14.3,,0,0,4.7,4.7,296.7,1017,19.9,24.1,0,,0,10,Clear,clear-day,
"Washington,DC,USA",2023-02-16T08:00:00,12.3,12.3,6.5,67.71,0,14.3,,0,0,4.3,4,269.8,1017.7,42.1,24.1,69.7,0.3,1,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-16T09:00:00,13.7,13.7,6.7,62.64,0,14.3,,0,0,4,3.2,242.8,1018.3,64.4,24.1,139.3,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-16T10:00:00,15.1,15.1,6.9,58.01,0,14.3,,0,0,3.6,2.5,215.9,1019,86.6,24.1,209,0.8,2,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-16T11:00:00,16.4,16.4,6.7,52.31,0,14.3,,0,0,7,4.3,195.6,1018.3,88.7,24.1,337.7,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-16T12:00:00,17.9,17.9,6.4,47.23,0,14.3,,0,0,10.3,6.1,175.2,1017.7,90.8,24.1,466.3,1.7,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T13:00:00,19.3,19.3,6.3,42.67,0,14.3,,0,0,13.7,7.9,154.9,1017,92.9,24.1,595,2.1,6,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T14:00:00,19.5,19.5,6.6,42.84,0,19,,0,0,17.6,10.4,155.2,1016.3,95.3,24.1,545.3,1.9,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T15:00:00,19.8,19.8,6.9,43.02,0,19,,0,0,21.6,13,155.4,1015.7,97.6,24.1,495.7,1.8,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T16:00:00,20.1,20.1,7.2,43.19,0,19,,0,0,25.6,15.5,155.7,1015,100,24.1,446,1.6,4,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T17:00:00,18.4,18.4,7.7,49.91,0,19,,0,0,32.9,15.8,150.6,1014.7,100,24.1,312.3,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T18:00:00,16.7,16.7,8.3,57.75,0,19,,0,0,40.2,16.2,145.4,1014.3,100,24.1,178.7,0.7,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T19:00:00,15,15,8.9,66.89,0,19,,0,0,47.5,16.6,140.3,1014,100,24.1,45,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T20:00:00,14.7,14.7,9.6,71.34,0,19,,0,0,51.8,16.7,145.5,1013,100,24.1,30,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T21:00:00,14.5,14.5,10.3,76.07,0,19,,0,0,56.2,16.8,150.7,1012,100,24.1,15,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T22:00:00,14.3,14.3,11.1,81.08,0,19,,0,0,60.5,16.9,155.9,1011,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-16T23:00:00,14.9,14.9,12.4,85.18,0,19,,0,0,61.8,17.4,165.6,1009.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T00:00:00,15.5,15.5,13.8,89.42,0,19,,0,0,63.1,17.9,175.3,1008.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T01:00:00,16.2,16.2,15.2,93.8,0,19,,0,0,64.4,18.4,185,1007,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T02:00:00,17.4,17.4,15.3,87.86,0,33.3,,0,0,69.8,22.8,191.8,1005.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T03:00:00,18.6,18.6,15.5,82.35,0,33.3,,0,0,75.2,27.2,198.7,1004.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T04:00:00,19.8,19.8,15.7,77.23,0.3,33.3,rain,0,0,80.6,31.7,205.5,1003,100,24.1,0,,0,3,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T05:00:00,19.1,19.1,16.1,82.42,0,33.3,,0,0,69,26.8,208.3,1003.3,100,23.5,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T06:00:00,18.5,18.5,16.5,87.95,0,33.3,,0,0,57.4,21.8,211.2,1003.7,100,22.9,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T07:00:00,17.9,17.9,16.9,93.88,6,33.3,rain,0,0,45.7,16.9,214,1004,100,22.3,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T08:00:00,17.8,17.8,14.2,79.8,0,23.8,,0,0,45.6,17.8,239.3,1005,100,22.9,55.3,0.2,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T09:00:00,17.7,17.7,11.6,67.6,0,23.8,,0,0,45.5,18.6,264.7,1006,100,23.5,110.7,0.4,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T10:00:00,17.6,17.6,9,57.06,1.1,23.8,rain,0,0,45.4,19.4,290,1007,100,24.1,166,0.6,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T11:00:00,17.8,17.8,6.6,47.75,0,23.8,,0,0,46.4,21.5,285.8,1007.3,88.1,24.1,301.7,1.1,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-17T12:00:00,18,18,4.2,39.83,0,23.8,,0,0,47.5,23.5,281.7,1007.7,76.2,24.1,437.3,1.6,4,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-17T13:00:00,18.3,18.3,1.8,33.12,0,23.8,,0,0,48.6,25.6,277.5,1008,64.3,24.1,573,2.1,6,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-17T14:00:00,17.3,17.3,1,33.25,0,28.6,,0,0,47.8,24.6,277,1008.7,76.2,24.1,522.7,1.9,5,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-17T15:00:00,16.4,16.4,0.2,33.37,0,28.6,,0,0,46.9,23.6,276.5,1009.3,88.1,24.1,472.3,1.7,5,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-17T16:00:00,15.5,15.5,-0.5,33.51,0,28.6,,0,0,46.1,22.7,276,1010,100,24.1,422,1.5,4,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T17:00:00,14.2,14.2,-0.6,36.17,0,28.6,,0,0,47.5,21.8,279.6,1011.3,100,24.1,297.3,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T18:00:00,12.9,12.9,-0.7,39.08,0,28.6,,0,0,49,21,283.3,1012.7,100,24.1,172.7,0.6,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T19:00:00,11.6,11.6,-0.8,42.25,0,28.6,,0,0,50.4,20.2,286.9,1014,100,24.1,48,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T20:00:00,10.7,10.7,-1,44.21,0,9.5,,0,0,51.8,20.2,290,1015,100,24.1,32,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T21:00:00,9.8,7.1,-1.2,46.28,0,9.5,,0,0,53.3,20.2,293.1,1016,100,24.1,16,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T22:00:00,9,6,-1.3,48.46,0,9.5,,0,0,54.7,20.2,296.2,1017,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-17T23:00:00,8.3,5.2,-1.9,48.86,0,9.5,,0,0,52.9,19.9,295.6,1017.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T00:00:00,7.6,4.3,-2.4,49.26,0,9.5,,0,0,51.1,19.7,295.1,1018.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T01:00:00,6.9,3.5,-2.9,49.67,0,9.5,,0,0,49.3,19.4,294.5,1019,100,24.1,0,,0,10,Overcast,cloudy,
